,Variety,Country,Province,Region,Subregion,count,geo_normalized
3712,Pinot Grigio,Chile,Central Valley,none,none,3,
3715,Pinot Grigio,Chile,Maule Valley,none,none,2,"Maule Valley, Central Valley, Chile"
3717,Pinot Grigio,France,Alsace,Alsace,none,721,"Alsace, France"
3718,Pinot Grigio,France,Alsace,CrÃ©mant d'Alsace,none,3,"Alsace, France"
3720,Pinot Grigio,Germany,Baden,none,none,11,"Baden, Germany"
3722,Pinot Grigio,Germany,Nahe,none,none,3,"Nahe, Germany"
3723,Pinot Grigio,Germany,Pfalz,none,none,16,"Pfalz, Germany"
3724,Pinot Grigio,Germany,Rheinhessen,none,none,7,"Rheinhessen, Germany"
3727,Pinot Grigio,Israel,Galilee,none,none,3,"Galilee, Israel"
3729,Pinot Grigio,Italy,Central Italy,Terre di Chieti,none,2,"Abruzzo, Central Italy, Italy"
3730,Pinot Grigio,Italy,Central Italy,Umbria,none,7,"Umbria, Central Italy, Italy"
3733,Pinot Grigio,Italy,Northeastern Italy,Alto Adige,none,112,"Alto Adige, Northeast Italy, Italy"
3734,Pinot Grigio,Italy,Northeastern Italy,Alto Adige Valle Isarco,none,4,"Alto Adige, Northeast Italy, Italy"
3736,Pinot Grigio,Italy,Northeastern Italy,Colli Orientali del Friuli,none,15,"Friuli-Venezia Giulia, Northeast Italy, Italy"
3737,Pinot Grigio,Italy,Northeastern Italy,Collio,none,102,"Friuli-Venezia Giulia, Northeast Italy, Italy"
3739,Pinot Grigio,Italy,Northeastern Italy,Delle Venezie,none,41,"Veneto, Northeast Italy, Italy"
3740,Pinot Grigio,Italy,Northeastern Italy,Friuli,none,5,"Friuli-Venezia Giulia, Northeast Italy, Italy"
3741,Pinot Grigio,Italy,Northeastern Italy,Friuli Aquileia,none,4,"Friuli-Venezia Giulia, Northeast Italy, Italy"
3742,Pinot Grigio,Italy,Northeastern Italy,Friuli Colli Orientali,none,10,"Friuli-Venezia Giulia, Northeast Italy, Italy"
3743,Pinot Grigio,Italy,Northeastern Italy,Friuli Grave,none,15,"Friuli-Venezia Giulia, Northeast Italy, Italy"
3744,Pinot Grigio,Italy,Northeastern Italy,Friuli Isonzo,none,9,"Friuli-Venezia Giulia, Northeast Italy, Italy"
3745,Pinot Grigio,Italy,Northeastern Italy,Friuli Venezia Giulia,none,7,"Friuli-Venezia Giulia, Northeast Italy, Italy"
3746,Pinot Grigio,Italy,Northeastern Italy,Grave del Friuli,none,3,"Friuli-Venezia Giulia, Northeast Italy, Italy"
3747,Pinot Grigio,Italy,Northeastern Italy,Isonzo del Friuli,none,8,"Friuli-Venezia Giulia, Northeast Italy, Italy"
3748,Pinot Grigio,Italy,Northeastern Italy,Trentino,none,43,"Trento, Northeast Italy, Italy"
3749,Pinot Grigio,Italy,Northeastern Italy,Venezia Giulia,none,15,"Friuli-Venezia Giulia, Northeast Italy, Italy"
3750,Pinot Grigio,Italy,Northeastern Italy,Venezie,none,4,"Veneto, Northeast Italy, Italy"
3751,Pinot Grigio,Italy,Northeastern Italy,Vigneti delle Dolomiti,none,20,
3752,Pinot Grigio,Italy,Sicily & Sardinia,Sicilia,none,3,"Sicily, Southern Italy, Italy"
3753,Pinot Grigio,Italy,Sicily & Sardinia,Terre Siciliane,none,2,"Sicily, Southern Italy, Italy"
3756,Pinot Grigio,Italy,Veneto,Piave,none,6,"Veneto, Northeast Italy, Italy"
3757,Pinot Grigio,Italy,Veneto,Valdadige,none,16,"Veneto, Northeast Italy, Italy"
3758,Pinot Grigio,Italy,Veneto,Veneto,none,24,"Veneto, Northeast Italy, Italy"
3759,Pinot Grigio,Italy,Veneto,Venezia,none,3,"Veneto, Northeast Italy, Italy"
3760,Pinot Grigio,Luxembourg,Moselle Luxembourgeoise,none,none,3,"Moselle Luxembourg, Luxembourg"
3762,Pinot Grigio,Moldova,Moldova,none,none,4,
3763,Pinot Grigio,New Zealand,Awatere Valley,none,none,3,"Marlborough, New Zealand"
3765,Pinot Grigio,New Zealand,Central Otago,none,none,40,"Central Otago, New Zealand"
3766,Pinot Grigio,New Zealand,East Coast,none,none,5,
3768,Pinot Grigio,New Zealand,Hawke's Bay,none,none,10,"Hawke's Bay, New Zealand"
3769,Pinot Grigio,New Zealand,Kumeu,none,none,7,"Auckland, New Zealand"
3770,Pinot Grigio,New Zealand,Marlborough,none,none,97,"Marlborough, New Zealand"
3771,Pinot Grigio,New Zealand,Martinborough,none,none,10,"Wairarapa, New Zealand"
3773,Pinot Grigio,New Zealand,Nelson,none,none,12,"Nelson, New Zealand"
3774,Pinot Grigio,New Zealand,New Zealand,none,none,4,
3775,Pinot Grigio,New Zealand,North Canterbury,none,none,2,"Canterbury and Waipara, New Zealand"
3777,Pinot Grigio,New Zealand,Waipara,none,none,4,"Canterbury and Waipara, New Zealand"
3784,Pinot Grigio,Romania,Romania,none,none,6,
3786,Pinot Grigio,Romania,Viile Timisului,none,none,5,"Banat, Romania"
3788,Pinot Grigio,Slovenia,Goriska Brda,none,none,3,"Littoral, Slovenia"
3789,Pinot Grigio,Slovenia,Primorska,none,none,5,"Littoral, Slovenia"
3792,Pinot Grigio,Slovenia,Å tajerska,none,none,3,"Podravje, Slovenia"
3795,Pinot Grigio,US,America,none,none,3,
3796,Pinot Grigio,US,California,California Other,California,110,
3797,Pinot Grigio,US,California,Central Coast,Arroyo Grande Valley,2,"San Luis Obispo, Central Coast, California, USA"
3798,Pinot Grigio,US,California,Central Coast,Arroyo Seco,2,"San Luis Obispo, Central Coast, California, USA"
3800,Pinot Grigio,US,California,Central Coast,Central Coast,8,
3802,Pinot Grigio,US,California,Central Coast,Edna Valley,4,"San Luis Obispo, Central Coast, California, USA"
3803,Pinot Grigio,US,California,Central Coast,Livermore Valley,10,"San Francisco Bay, Central Coast, California, USA"
3804,Pinot Grigio,US,California,Central Coast,Monterey,11,"Monterey, Central Coast, California, USA"
3805,Pinot Grigio,US,California,Central Coast,Monterey County,6,"Monterey, Central Coast, California, USA"
3806,Pinot Grigio,US,California,Central Coast,Paso Robles,4,"Paso Robles, Central Coast, California, USA"
3807,Pinot Grigio,US,California,Central Coast,San Benito County,3,"San Benito, Central Coast, California, USA"
3808,Pinot Grigio,US,California,Central Coast,San Bernabe,3,"Monterey, Central Coast, California, USA"
3810,Pinot Grigio,US,California,Central Coast,San Luis Obispo County,9,"San Luis Obispo, Central Coast, California, USA"
3811,Pinot Grigio,US,California,Central Coast,Santa Barbara County,18,"Santa Barbara, Central Coast, California, USA"
3812,Pinot Grigio,US,California,Central Coast,Santa Cruz Mountains,3,"San Francisco Bay, Central Coast, California, USA"
3813,Pinot Grigio,US,California,Central Coast,Santa Lucia Highlands,3,"Monterey, Central Coast, California, USA"
3814,Pinot Grigio,US,California,Central Coast,Santa Maria Valley,4,"Santa Barbara, Central Coast, California, USA"
3816,Pinot Grigio,US,California,Central Coast,Sta. Rita Hills,3,"Santa Barbara, Central Coast, California, USA"
3817,Pinot Grigio,US,California,Central Valley,Clarksburg,5,"Inland Valleys, California, USA"
3818,Pinot Grigio,US,California,Central Valley,Lodi,17,"Inland Valleys, California, USA"
3819,Pinot Grigio,US,California,Lake County,High Valley,2,"Clear Lake, North Coast, California"
3820,Pinot Grigio,US,California,Lake County,Lake County,3,"Clear Lake, North Coast, California"
3821,Pinot Grigio,US,California,Mendocino County,Anderson Valley,25,"Mendocino, North Coast, California, USA"
3822,Pinot Grigio,US,California,Mendocino County,Mendocino,6,"Mendocino, North Coast, California, USA"
3823,Pinot Grigio,US,California,Mendocino County,Mendocino County,6,"Mendocino, North Coast, California, USA"
3824,Pinot Grigio,US,California,Mendocino County,Potter Valley,7,"Mendocino, North Coast, California, USA"
3825,Pinot Grigio,US,California,Mendocino County,Redwood Valley,2,"Mendocino, North Coast, California, USA"
3828,Pinot Grigio,US,California,Napa,Napa Valley,14,"Napa Valley, North Coast, California, USA"
3829,Pinot Grigio,US,California,Napa-Sonoma,Carneros,4,"Napa-Sonoma, North Coast, California, USA"
3832,Pinot Grigio,US,California,Sierra Foothills,El Dorado,4,"Sierra Foothills, California, USA"
3833,Pinot Grigio,US,California,Sierra Foothills,Sierra Foothills,5,"Sierra Foothills, California, USA"
3835,Pinot Grigio,US,California,Sonoma,Petaluma Gap,2,"Sonoma Valley, North Coast, California, USA"
3836,Pinot Grigio,US,California,Sonoma,Russian River Valley,19,"Sonoma Valley, North Coast, California, USA"
3837,Pinot Grigio,US,California,Sonoma,Sonoma Coast,14,"Sonoma Valley, North Coast, California, USA"
3839,Pinot Grigio,US,California,Sonoma,Sonoma Valley,3,"Sonoma Valley, North Coast, California, USA"
3841,Pinot Grigio,US,California,South Coast,Temecula Valley,7,"South Coast, California, USA"
3843,Pinot Grigio,US,Idaho,none,none,8,"Idaho, USA"
3846,Pinot Grigio,US,Michigan,Old Mission Peninsula,none,2,"Michigan, USA"
3847,Pinot Grigio,US,New York,Finger Lakes,Cayuga Lake,7,"Finger Lakes, New York, USA"
3848,Pinot Grigio,US,New York,Finger Lakes,Finger Lakes,63,"Finger Lakes, New York, USA"
3849,Pinot Grigio,US,New York,Finger Lakes,Seneca Lake,2,"Finger Lakes, New York, USA"
3850,Pinot Grigio,US,New York,Long Island,Long Island,8,"Long Island, New York, USA"
3851,Pinot Grigio,US,New York,Long Island,North Fork of Long Island,7,"Long Island, New York, USA"
3852,Pinot Grigio,US,New York,New York Other,New York,12,
3854,Pinot Grigio,US,Oregon,Oregon Other,Columbia Gorge (OR),13,"Columbia Valley, Oregon, USA"
3855,Pinot Grigio,US,Oregon,Oregon Other,Oregon,205,
3857,Pinot Grigio,US,Oregon,Southern Oregon,Elkton Oregon,5,"Southern Oregon, Oregon, USA"
3858,Pinot Grigio,US,Oregon,Southern Oregon,Rogue Valley,37,"Southern Oregon, Oregon, USA"
3859,Pinot Grigio,US,Oregon,Southern Oregon,Southern Oregon,9,"Southern Oregon, Oregon, USA"
3860,Pinot Grigio,US,Oregon,Southern Oregon,Umpqua Valley,25,"Southern Oregon, Oregon, USA"
3861,Pinot Grigio,US,Oregon,Willamette Valley,Chehalem Mountains,19,"Willamette Valley, Oregon, USA"
3862,Pinot Grigio,US,Oregon,Willamette Valley,Dundee Hills,48,"Willamette Valley, Oregon, USA"
3863,Pinot Grigio,US,Oregon,Willamette Valley,Eola-Amity Hills,17,"Willamette Valley, Oregon, USA"
3864,Pinot Grigio,US,Oregon,Willamette Valley,McMinnville,8,"Willamette Valley, Oregon, USA"
3865,Pinot Grigio,US,Oregon,Willamette Valley,Ribbon Ridge,2,"Willamette Valley, Oregon, USA"
3866,Pinot Grigio,US,Oregon,Willamette Valley,Willamette Valley,504,"Willamette Valley, Oregon, USA"
3867,Pinot Grigio,US,Oregon,Willamette Valley,Yamhill County,2,"Willamette Valley, Oregon, USA"
3868,Pinot Grigio,US,Oregon,Willamette Valley,Yamhill-Carlton,10,"Willamette Valley, Oregon, USA"
3869,Pinot Grigio,US,Pennsylvania,Pennsylvania,none,2,"Pennsylvania, USA"
3870,Pinot Grigio,US,Texas,Texas,none,2,"Texas, USA"
3871,Pinot Grigio,US,Virginia,Middleburg,none,3,"Virginia, USA"
3873,Pinot Grigio,US,Virginia,Virginia,none,4,"Virginia, USA"
3874,Pinot Grigio,US,Washington,Columbia Valley,Ancient Lakes,5,"Columbia Valley, Washington, USA"
3875,Pinot Grigio,US,Washington,Columbia Valley,Columbia Valley (WA),135,"Columbia Valley, Washington, USA"
3876,Pinot Grigio,US,Washington,Columbia Valley,Horse Heaven Hills,15,"Columbia Valley, Washington, USA"
3877,Pinot Grigio,US,Washington,Columbia Valley,Lake Chelan,4,"Columbia Valley, Washington, USA"
3878,Pinot Grigio,US,Washington,Columbia Valley,Naches Heights,2,"Columbia Valley, Washington, USA"
3879,Pinot Grigio,US,Washington,Columbia Valley,Rattlesnake Hills,4,"Columbia Valley, Washington, USA"
3880,Pinot Grigio,US,Washington,Columbia Valley,Red Mountain,6,"Columbia Valley, Washington, USA"
3882,Pinot Grigio,US,Washington,Columbia Valley,Walla Walla Valley (WA),3,"Columbia Valley, Washington, USA"
3883,Pinot Grigio,US,Washington,Columbia Valley,Yakima Valley,45,"Columbia Valley, Washington, USA"
3884,Pinot Grigio,US,Washington,Washington Other,Chelan County,2,"Columbia Valley, Washington, USA"
3885,Pinot Grigio,US,Washington,Washington Other,Columbia Gorge (WA),10,"Columbia Valley, Washington, USA"
3886,Pinot Grigio,US,Washington,Washington Other,Washington,19,
3890,"Pinot Gris-GewÃ¼rztraminer, White Blend",US,Washington,Washington Other,Columbia Gorge (WA),2,"Columbia Valley, Washington, USA"
3891,Pinot Noir,Argentina,Mendoza Province,La Consulta,none,3,"Mendoza, Argentina"
3892,Pinot Noir,Argentina,Mendoza Province,MaipÃº,none,6,"Mendoza, Argentina"
3893,Pinot Noir,Argentina,Mendoza Province,Mendoza,none,65,"Mendoza, Argentina"
3894,Pinot Noir,Argentina,Mendoza Province,Tupungato,none,14,"Mendoza, Argentina"
3895,Pinot Noir,Argentina,Mendoza Province,Uco Valley,none,11,"Mendoza, Argentina"
3897,Pinot Noir,Argentina,Mendoza Province,none,none,7,"Mendoza, Argentina"
3898,Pinot Noir,Argentina,Other,Alto Valle del RÃ­o Negro,none,7,"Patagonia, Argentina"
3899,Pinot Noir,Argentina,Other,Argentina,none,2,
3902,Pinot Noir,Argentina,Other,CalchaquÃ­ Valley,none,2,"Salta, Argentina"
3903,Pinot Noir,Argentina,Other,NeuquÃ©n,none,17,"Patagonia, Argentina"
3904,Pinot Noir,Argentina,Other,Patagonia,none,29,"Patagonia, Argentina"
3905,Pinot Noir,Argentina,Other,RÃ­o Negro Valley,none,18,"Patagonia, Argentina"
3906,Pinot Noir,Australia,Australia Other,South Eastern Australia,none,15,
3910,Pinot Noir,Australia,New South Wales,Tumbarumba,none,2,"New South Wales, Australia"
3911,Pinot Noir,Australia,South Australia,Adelaide,none,2,"South Australia, Australia"
3912,Pinot Noir,Australia,South Australia,Adelaide Hills,none,27,"South Australia, Australia"
3913,Pinot Noir,Australia,South Australia,Coonawarra,none,2,"South Australia, Australia"
3914,Pinot Noir,Australia,South Australia,Eden Valley,none,2,"South Australia, Australia"
3916,Pinot Noir,Australia,South Australia,Lenswood,none,3,"South Australia, Australia"
3917,Pinot Noir,Australia,South Australia,South Australia,none,3,"South Australia, Australia"
3918,Pinot Noir,Australia,Tasmania,Tasmania,none,38,"Tasmania, Australia"
3919,Pinot Noir,Australia,Victoria,Beechworth,none,4,"Victoria, Australia"
3923,Pinot Noir,Australia,Victoria,King Valley,none,3,"Victoria, Australia"
3925,Pinot Noir,Australia,Victoria,Mornington Peninsula,none,24,"Victoria, Australia"
3926,Pinot Noir,Australia,Victoria,Strathbogie Ranges,none,3,"Victoria, Australia"
3928,Pinot Noir,Australia,Victoria,Victoria,none,18,"Victoria, Australia"
3929,Pinot Noir,Australia,Victoria,Yarra Valley,none,89,"Victoria, Australia"
3930,Pinot Noir,Australia,Western Australia,Great Southern,none,3,"Western Australia, Australia"
3931,Pinot Noir,Australia,Western Australia,Pemberton,none,6,"Western Australia, Australia"
3932,Pinot Noir,Australia,Western Australia,Western Australia,none,6,"Western Australia, Australia"
3933,Pinot Noir,Austria,Burgenland,none,none,57,"Burgenland, Austria"
3934,Pinot Noir,Austria,Carnuntum,none,none,10,"Niederosterreich, Austria"
3936,Pinot Noir,Austria,Kamptal,none,none,3,"Niederosterreich, Austria"
3937,Pinot Noir,Austria,Kremstal,none,none,2,"Niederosterreich, Austria"
3939,Pinot Noir,Austria,NiederÃ¶sterreich,none,none,32,"Niederosterreich, Austria"
3941,Pinot Noir,Austria,Thermenregion,none,none,42,"Niederosterreich, Austria"
3942,Pinot Noir,Austria,Vienna,none,none,9,"Vienna, Austria"
3944,Pinot Noir,Austria,Wagram,none,none,6,"Niederosterreich, Austria"
3945,Pinot Noir,Austria,Wagram-Donauland,none,none,5,"Niederosterreich, Austria"
3947,Pinot Noir,Austria,Ãsterreichischer Sekt,none,none,5,
3950,Pinot Noir,Bulgaria,Danube River Plains,none,none,9,"Danube Plain, Bulgaria"
3951,Pinot Noir,Bulgaria,Thracian Valley,none,none,6,"Thracian Valley, Bulgaria"
3952,Pinot Noir,Canada,British Columbia,Okanagan Valley,none,24,"British Columbia, Canada"
3953,Pinot Noir,Canada,Ontario,Niagara Escarpment,none,3,"Ontario, Canada"
3958,Pinot Noir,Chile,Aconcagua Costa,none,none,10,"Aconcagua Valley, Aconcagua Region, Chile"
3959,Pinot Noir,Chile,Aconcagua Valley,none,none,14,"Aconcagua Valley, Aconcagua Region, Chile"
3960,Pinot Noir,Chile,BÃ­o BÃ­o Valley,none,none,37,"Bio-Bio Valley, South Region, Chile"
3961,Pinot Noir,Chile,Cachapoal Valley,none,none,4,"Cachapoal Valley, Central Valley, Chile"
3962,Pinot Noir,Chile,Casablanca & Leyda Valleys,none,none,2,
3963,Pinot Noir,Chile,Casablanca Valley,none,none,212,"Casablanca Valley, Aconcagua Region, Chile"
3964,Pinot Noir,Chile,Central Valley,none,none,39,
3965,Pinot Noir,Chile,Chile,none,none,9,
3967,Pinot Noir,Chile,Colchagua Valley,none,none,9,"Colchagua Valley, Central Valley, Chile"
3968,Pinot Noir,Chile,CuricÃ³ Valley,none,none,17,"Curico Valley, Central Valley, Chile"
3970,Pinot Noir,Chile,Elqui Valley,none,none,4,"Elqui Valley, Coquimbo, Chile"
3972,Pinot Noir,Chile,Leyda Valley,none,none,76,"San Antonio, Aconcagua Region, Chile"
3974,Pinot Noir,Chile,LimarÃ­ Valley,none,none,23,"Limari Valley, Coquimbo Region, Chile"
3975,Pinot Noir,Chile,Lolol Valley,none,none,4,"Colchagua Valley, Central Valley, Chile"
3976,Pinot Noir,Chile,LontuÃ© Valley,none,none,2,"Curico Valley, Central Valley, Chile"
3977,Pinot Noir,Chile,Maipo Valley,none,none,17,"Maipo Valley, Central Valley, Chile"
3978,Pinot Noir,Chile,Malleco,none,none,4,"Bio-Bio Valley, South Region, Chile"
3979,Pinot Noir,Chile,Maule Valley,none,none,38,"Maule Valley, Central Valley, Chile"
3980,Pinot Noir,Chile,Rapel Valley,none,none,2,"Rapel Valley, Central Valley, Chile"
3981,Pinot Noir,Chile,San Antonio,none,none,23,"San Antonio Valley, Aconcagua, Chile"
3982,Pinot Noir,Chile,San Rafael (CH),none,none,2,"Maule Valley, Central Valley, Chile"
3985,Pinot Noir,England,England,none,none,8,
3986,Pinot Noir,France,Alsace,Alsace,none,236,"Alsace, France"
3987,Pinot Noir,France,Alsace,CrÃ©mant d'Alsace,none,28,"Alsace, France"
3990,Pinot Noir,France,Burgundy,Aloxe-Corton,none,52,"Cote de Beaune, Burgundy, France"
3991,Pinot Noir,France,Burgundy,Auxey-Duresses,none,3,"Cote de Beaune, Burgundy, France"
3992,Pinot Noir,France,Burgundy,Beaune,none,251,"Cote de Beaune, Burgundy, France"
3994,Pinot Noir,France,Burgundy,Bonnes-Mares,none,22,"Cote de Nuits, Burgundy, France"
3995,Pinot Noir,France,Burgundy,Bourgogne,none,162,
3996,Pinot Noir,France,Burgundy,Bourgogne CÃ´tes dâAuxerre,none,2,"Chablis, Burgundy, France"
3997,Pinot Noir,France,Burgundy,Bourgogne Epineuil,none,6,"Chablis, Burgundy, France"
3998,Pinot Noir,France,Burgundy,Bourgogne Hautes CÃ´tes de Beaune,none,20,"Cote de Beaune, Burgundy, France"
3999,Pinot Noir,France,Burgundy,Bourgogne Hautes CÃ´tes de Nuits,none,39,"Cote de Nuits, Burgundy, France"
4000,Pinot Noir,France,Burgundy,Burgundy,none,7,
4001,Pinot Noir,France,Burgundy,Chambertin,none,25,"Cote de Nuits, Burgundy, France"
4002,Pinot Noir,France,Burgundy,Chambertin Clos de BÃ¨ze,none,22,"Cote de Nuits, Burgundy, France"
4003,Pinot Noir,France,Burgundy,Chambolle-Musigny,none,177,"Cote de Nuits, Burgundy, France"
